tarih,ürün,kategori,satış_miktarı,birim_fiyat,bölge
2026-01-04,Ürün C,Giyim,19,139.5,Gaziantep
2026-06-05,Ürün C,Giyim,222,167.47,Ankara
2026-04-20,Ürün C,Elektronik,497,149.01,Antalya
2026-07-19,Ürün B,Ev,154,92.46,Bursa
2026-10-02,Ürün C,Giyim,328,180.51,İzmir
2026-12-07,Ürün C,Ev,329,189.96,İzmir
2026-08-08,Ürün A,Ev,429,268.38,Ankara
2026-04-17,Ürün B,Ev,175,70.13,Gaziantep
2026-12-12,Ürün A,Elektronik,257,313.86,Konya
2026-11-16,Ürün B,Ev,190,72.48,İzmir
2026-11-27,Ürün C,Ev,99,160.06,Antalya
2026-01-06,Ürün A,Giyim,18,349.09,Bursa
2026-10-28,Ürün A,Ev,219,265.78,İzmir
2026-04-26,Ürün B,Giyim,334,73.92,Ankara
2026-09-18,Ürün C,Elektronik,275,134.29,Konya
2026-08-15,Ürün B,Ev,77,94.15,Antalya
2026-12-07,Ürün C,Ev,444,127.45,Bursa
2026-08-08,Ürün B,Ev,231,73.08,Ankara
2026-12-17,Ürün B,Elektronik,388,89.83,Adana
2026-07-14,Ürün C,Ev,354,135.63,Ankara
2026-10-06,Ürün B,Ev,165,99.16,İstanbul
2026-04-08,Ürün B,Ev,113,109.34,Antalya
2026-09-27,Ürün B,Ev,400,88.01,Gaziantep
2026-07-13,Ürün B,Ev,346,75.03,Adana
2026-12-25,Ürün A,Giyim,21,260.9,Gaziantep
2026-11-22,Ürün B,Giyim,371,88.99,Ankara
2026-03-13,Ürün B,Elektronik,358,84.81,Gaziantep
2026-04-09,Ürün A,Giyim,319,272.62,Ankara
2026-02-17,Ürün B,Giyim,103,82.15,Konya
2026-08-04,Ürün A,Ev,384,267.39,Gaziantep
2026-05-05,Ürün C,Elektronik,37,197.68,Adana
2026-08-11,Ürün C,Giyim,465,142.22,Gaziantep
2026-08-07,Ürün C,Elektronik,304,196.98,İzmir
2026-12-24,Ürün A,Elektronik,271,303.56,Adana
2026-05-23,Ürün A,Ev,406,299.53,İzmir
2026-05-02,Ürün B,Giyim,398,81.65,İzmir
2026-04-18,Ürün C,Elektronik,335,175.6,İstanbul
2026-04-25,Ürün A,Giyim,342,322.77,Gaziantep
2026-10-03,Ürün B,Ev,481,76.81,Adana
2026-08-29,Ürün A,Elektronik,33,334.6,Antalya
2026-05-09,Ürün A,Elektronik,459,288.53,İzmir
2026-02-04,Ürün C,Elektronik,344,130.69,Gaziantep
2026-08-11,Ürün A,Ev,424,312.35,Bursa
2026-11-23,Ürün B,Giyim,311,112.4,Gaziantep
2026-12-02,Ürün B,Ev,14,114.45,Gaziantep
2026-02-07,Ürün C,Giyim,265,122.89,Adana
2026-10-05,Ürün B,Giyim,243,111.67,Antalya
2026-07-19,Ürün B,Ev,85,110.12,Bursa
2026-02-09,Ürün A,Ev,286,295.47,Bursa
2026-10-21,Ürün B,Giyim,138,82.99,İzmir
2026-03-18,Ürün A,Giyim,153,300.8,Konya
2026-05-05,Ürün B,Giyim,440,97.65,Gaziantep
2026-08-14,Ürün B,Ev,264,115.41,Konya
2026-04-30,Ürün A,Elektronik,404,295.65,Gaziantep
2026-03-22,Ürün C,Ev,333,141.17,Konya
2026-02-03,Ürün B,Elektronik,99,88.24,İstanbul
2026-11-23,Ürün B,Ev,397,81.21,Antalya
2026-09-21,Ürün B,Elektronik,212,92.63,Antalya
2026-05-25,Ürün C,Elektronik,332,164.88,Antalya
2026-09-13,Ürün A,Elektronik,455,315.9,Adana
2026-04-27,Ürün C,Elektronik,258,194.13,Bursa
2026-11-06,Ürün C,Elektronik,113,169.03,Konya
2026-05-01,Ürün A,Giyim,155,316.66,İstanbul
2026-01-04,Ürün A,Giyim,216,296.01,İstanbul
2026-03-24,Ürün C,Elektronik,118,141.65,Antalya
2026-08-06,Ürün C,Elektronik,350,188.25,Bursa
2026-01-07,Ürün A,Ev,70,288.88,Gaziantep
2026-06-20,Ürün A,Ev,362,260.92,Ankara
2026-07-17,Ürün B,Giyim,42,98.51,Adana
2026-04-07,Ürün A,Giyim,55,290.51,İzmir
2026-11-12,Ürün A,Ev,45,299.42,İstanbul
2026-11-14,Ürün C,Ev,149,147.18,Ankara
2026-04-03,Ürün B,Elektronik,59,96.07,Ankara
2026-03-10,Ürün C,Ev,94,134.99,Ankara
2026-07-18,Ürün B,Elektronik,176,103.5,İstanbul
2026-05-31,Ürün C,Ev,488,198.95,Konya
2026-12-26,Ürün B,Elektronik,84,74.15,Gaziantep
2026-01-14,Ürün A,Giyim,148,330.01,Ankara
2026-12-22,Ürün A,Ev,447,250.16,Konya
2026-08-26,Ürün B,Giyim,88,117.68,İzmir
2026-12-20,Ürün B,Elektronik,495,109.1,Ankara
2026-03-25,Ürün C,Giyim,169,155.42,Gaziantep
2026-12-10,Ürün B,Ev,16,83.05,Adana
2026-07-30,Ürün A,Giyim,121,322.38,İzmir
2026-04-21,Ürün A,Elektronik,267,317.25,Gaziantep
2026-05-21,Ürün B,Giyim,223,86.42,İzmir
2026-12-23,Ürün B,Giyim,265,102.46,İzmir
2026-10-03,Ürün B,Ev,366,78.45,Adana
2026-12-29,Ürün B,Elektronik,130,81.63,Konya
2026-02-02,Ürün B,Giyim,358,90.7,Bursa
2026-11-12,Ürün A,Giyim,376,325.78,İzmir
2026-10-04,Ürün A,Giyim,137,289.42,Konya
2026-11-27,Ürün A,Ev,334,251.28,Konya
2026-11-20,Ürün A,Elektronik,332,254.68,İzmir
2026-11-02,Ürün C,Ev,262,132.99,Konya
2026-10-21,Ürün B,Giyim,202,116.36,İzmir
2026-03-22,Ürün A,Giyim,375,334.52,Ankara
2026-06-18,Ürün A,Elektronik,73,308.22,Gaziantep
2026-12-19,Ürün C,Elektronik,165,171.02,İzmir
2026-01-01,Ürün A,Ev,120,295.16,İzmir
2026-02-01,Ürün B,Elektronik,37,109.94,Bursa
2026-08-04,Ürün B,Giyim,314,79.12,Ankara
2026-06-28,Ürün C,Giyim,287,184.89,Adana
2026-04-26,Ürün B,Elektronik,160,79.28,İstanbul
2026-11-09,Ürün B,Ev,168,111.94,İzmir
2026-04-28,Ürün B,Giyim,430,99.35,Adana
2026-08-08,Ürün C,Giyim,276,165.55,Antalya
2026-06-15,Ürün B,Elektronik,332,117.96,İzmir
2026-09-27,Ürün A,Ev,117,292.32,Bursa
2026-11-29,Ürün A,Elektronik,52,269.06,Bursa
2026-07-08,Ürün C,Giyim,417,120.4,Konya
2026-05-05,Ürün C,Giyim,13,160.71,Ankara
2026-08-04,Ürün A,Giyim,20,251.43,İstanbul
2026-07-18,Ürün C,Giyim,65,188.51,Antalya
2026-10-06,Ürün B,Giyim,358,85.38,Bursa
2026-07-01,Ürün C,Giyim,97,187.48,Gaziantep
2026-09-23,Ürün A,Ev,337,251.48,Ankara
2026-03-19,Ürün B,Giyim,346,79.39,Adana
2026-07-14,Ürün B,Ev,401,79.03,İstanbul
2026-10-21,Ürün C,Giyim,32,158.77,Adana
2026-01-17,Ürün B,Giyim,116,90.74,Antalya
2026-07-07,Ürün B,Ev,431,105.81,Antalya
2026-11-19,Ürün C,Elektronik,310,167.96,Adana
2026-08-11,Ürün A,Ev,175,341.07,Adana
2026-08-24,Ürün C,Elektronik,121,196.82,Gaziantep
2026-12-26,Ürün C,Giyim,259,167.25,Antalya
2026-01-23,Ürün A,Giyim,258,323.06,Antalya
2026-09-18,Ürün A,Giyim,276,328.4,İstanbul
2026-12-07,Ürün A,Ev,495,275.93,Bursa
2026-04-10,Ürün C,Elektronik,489,173.98,İzmir
2026-09-09,Ürün B,Elektronik,304,114.96,Antalya
2026-07-31,Ürün B,Elektronik,111,90.09,Adana
2026-12-29,Ürün C,Ev,390,159.82,Bursa
2026-10-19,Ürün C,Giyim,497,155.64,Gaziantep
2026-11-09,Ürün C,Elektronik,302,168.4,Konya
2026-12-19,Ürün B,Ev,107,96.23,İstanbul
2026-10-25,Ürün B,Ev,402,94.01,Konya
2026-05-06,Ürün C,Elektronik,362,182.9,Ankara
2026-10-26,Ürün A,Giyim,466,264.66,Bursa
2026-10-13,Ürün A,Elektronik,478,347.62,İzmir
2026-03-18,Ürün B,Ev,268,95.73,Adana
2026-01-29,Ürün B,Giyim,309,116.14,Adana
2026-09-17,Ürün C,Ev,465,139.81,Ankara
2026-09-20,Ürün C,Ev,204,196.73,Adana
2026-10-08,Ürün A,Ev,256,267.42,Bursa
2026-06-19,Ürün A,Giyim,174,310.26,Antalya
2026-12-04,Ürün B,Elektronik,450,103.55,Gaziantep
2026-03-09,Ürün B,Elektronik,189,113.06,İzmir
2026-07-24,Ürün B,Elektronik,347,109.88,Bursa
2026-04-05,Ürün A,Ev,86,284.79,İstanbul
2026-04-21,Ürün A,Ev,499,326.47,Adana
2026-11-19,Ürün C,Ev,481,163.01,İstanbul
2026-08-31,Ürün B,Elektronik,391,89.32,Konya
2026-05-10,Ürün C,Ev,158,130.58,İzmir
2026-01-06,Ürün B,Elektronik,411,72.22,Gaziantep
2026-09-03,Ürün A,Giyim,36,272.41,Gaziantep
2026-07-30,Ürün B,Ev,157,120.0,Gaziantep
2026-11-19,Ürün C,Ev,111,124.8,İzmir
2026-12-26,Ürün A,Giyim,383,275.44,Adana
2026-08-12,Ürün C,Giyim,167,128.05,Gaziantep
2026-05-29,Ürün A,Ev,410,338.31,İzmir
2026-05-24,Ürün A,Elektronik,108,308.34,Bursa
2026-03-17,Ürün B,Elektronik,69,86.06,Konya
2026-11-05,Ürün B,Ev,456,86.99,Adana
2026-02-21,Ürün B,Ev,434,116.32,Konya
2026-11-09,Ürün A,Giyim,180,327.22,Ankara
2026-03-24,Ürün C,Elektronik,471,153.47,Gaziantep
2026-11-18,Ürün C,Ev,199,189.64,Ankara
2026-09-07,Ürün C,Ev,29,194.37,Konya
2026-02-27,Ürün A,Ev,412,319.1,Konya
2026-02-25,Ürün B,Ev,420,91.13,Konya
2026-08-06,Ürün A,Giyim,60,281.92,Gaziantep
2026-04-23,Ürün A,Ev,396,260.5,Ankara
2026-09-18,Ürün A,Elektronik,38,274.78,İstanbul
2026-03-12,Ürün A,Elektronik,84,298.19,Ankara
2026-06-07,Ürün B,Ev,343,77.32,Ankara
2026-10-14,Ürün C,Ev,351,199.63,Ankara
2026-08-11,Ürün A,Ev,248,339.43,Bursa
2026-12-01,Ürün A,Ev,403,344.57,İzmir
2026-12-13,Ürün B,Ev,63,77.39,İstanbul
2026-02-23,Ürün C,Ev,83,124.27,Adana
2026-01-26,Ürün C,Ev,233,180.05,İstanbul
2026-09-03,Ürün A,Giyim,42,299.1,İstanbul
2026-06-06,Ürün A,Elektronik,244,344.68,İstanbul
2026-03-13,Ürün B,Ev,246,112.48,Gaziantep
2026-01-06,Ürün C,Ev,145,124.43,Ankara
2026-08-07,Ürün B,Ev,41,94.7,Konya
2026-06-03,Ürün A,Elektronik,160,283.71,Adana
2026-08-31,Ürün B,Elektronik,318,113.3,Gaziantep
2026-12-02,Ürün C,Elektronik,87,198.12,Adana
2026-08-09,Ürün B,Elektronik,314,86.84,Ankara
2026-05-27,Ürün B,Giyim,134,76.61,Bursa
2026-09-07,Ürün C,Ev,54,170.21,İzmir
2026-04-16,Ürün A,Elektronik,191,346.81,Konya
2026-04-12,Ürün B,Ev,244,105.53,Adana
2026-01-06,Ürün B,Ev,92,111.24,Adana
2026-06-23,Ürün B,Giyim,174,96.78,İzmir
2026-05-04,Ürün C,Giyim,278,123.72,İzmir
2026-03-06,Ürün A,Elektronik,261,343.74,Gaziantep
2026-12-21,Ürün B,Giyim,436,94.44,Konya
2026-04-22,Ürün B,Ev,464,90.41,İzmir
2026-04-11,Ürün C,Elektronik,421,145.66,İstanbul
2026-07-14,Ürün B,Giyim,171,115.31,Konya
2026-04-26,Ürün C,Ev,434,125.96,Adana
2026-08-05,Ürün A,Giyim,70,250.3,Konya
2026-05-20,Ürün C,Ev,459,143.1,Konya
2026-05-05,Ürün A,Elektronik,271,307.92,Adana
2026-06-08,Ürün C,Elektronik,54,181.88,İstanbul
2026-03-04,Ürün B,Giyim,251,73.17,İstanbul
2026-07-13,Ürün C,Giyim,84,170.21,Gaziantep
2026-02-14,Ürün A,Ev,263,345.78,Ankara
2026-08-24,Ürün C,Giyim,104,150.57,Bursa
2026-10-08,Ürün B,Giyim,173,76.76,Antalya
2026-05-20,Ürün C,Elektronik,175,167.17,Bursa
2026-06-20,Ürün C,Giyim,401,190.37,İstanbul
2026-01-11,Ürün C,Giyim,59,163.49,Gaziantep
2026-10-22,Ürün A,Ev,431,344.61,Adana
2026-12-06,Ürün A,Ev,26,333.08,Adana
2026-05-17,Ürün C,Giyim,272,199.75,İstanbul
2026-02-01,Ürün B,Elektronik,40,94.32,İzmir
2026-07-31,Ürün A,Giyim,167,276.23,Bursa
2026-12-08,Ürün A,Ev,433,297.73,Bursa
2026-11-26,Ürün C,Elektronik,115,150.85,Ankara
2026-09-22,Ürün C,Elektronik,80,126.24,Antalya
2026-04-19,Ürün A,Elektronik,448,320.58,İstanbul
2026-03-08,Ürün A,Elektronik,244,323.38,Gaziantep
2026-11-08,Ürün A,Giyim,400,283.94,Ankara
2026-12-29,Ürün A,Ev,419,281.13,Adana
2026-12-02,Ürün B,Giyim,249,76.08,Konya
2026-11-07,Ürün B,Elektronik,343,113.69,Ankara
2026-06-19,Ürün C,Elektronik,371,183.95,Konya
2026-12-13,Ürün A,Elektronik,41,318.69,Gaziantep
2026-02-23,Ürün C,Giyim,309,181.99,Gaziantep
2026-08-07,Ürün B,Ev,248,99.31,İzmir
2026-11-25,Ürün C,Ev,38,137.43,Bursa
2026-04-14,Ürün B,Elektronik,206,96.36,İstanbul
2026-12-09,Ürün C,Ev,346,193.94,Antalya
2026-08-30,Ürün C,Giyim,309,181.54,İstanbul
2026-08-24,Ürün A,Giyim,200,301.91,Adana
2026-02-04,Ürün C,Elektronik,245,135.49,Bursa
2026-07-20,Ürün A,Elektronik,316,308.93,Konya
2026-05-26,Ürün B,Giyim,342,97.54,Bursa
2026-07-22,Ürün B,Giyim,139,97.01,Konya
2026-03-03,Ürün A,Giyim,20,339.39,Ankara
2026-07-22,Ürün C,Ev,394,190.95,Adana
2026-11-11,Ürün A,Elektronik,306,255.21,Adana
2026-08-13,Ürün A,Elektronik,112,306.43,Konya
2026-09-07,Ürün A,Giyim,33,316.35,Adana
2026-09-22,Ürün B,Giyim,223,107.53,İzmir
2026-12-14,Ürün C,Elektronik,421,156.37,Gaziantep
2026-03-08,Ürün C,Elektronik,369,136.74,Adana
2026-01-15,Ürün A,Ev,410,330.91,Bursa
2026-11-19,Ürün B,Ev,261,102.27,İstanbul
2026-03-21,Ürün A,Ev,323,260.69,İstanbul
2026-05-30,Ürün C,Giyim,336,132.15,Gaziantep
2026-01-17,Ürün B,Giyim,346,85.15,Gaziantep
2026-06-01,Ürün B,Ev,34,77.99,Gaziantep
2026-02-22,Ürün A,Ev,497,277.73,Adana
2026-02-14,Ürün C,Elektronik,436,157.67,İstanbul
2026-03-16,Ürün A,Elektronik,164,317.53,İstanbul
2026-06-04,Ürün A,Giyim,19,310.04,Adana
2026-05-24,Ürün A,Giyim,199,256.48,İstanbul
2026-10-01,Ürün C,Elektronik,340,192.49,Gaziantep
2026-07-20,Ürün A,Giyim,294,253.81,Konya
2026-11-14,Ürün B,Giyim,215,111.48,Bursa
2026-02-02,Ürün A,Ev,68,314.07,Ankara
2026-04-29,Ürün A,Elektronik,290,312.62,Antalya
2026-06-04,Ürün A,Ev,420,281.09,Ankara
2026-10-16,Ürün C,Giyim,107,123.39,Ankara
2026-05-16,Ürün B,Elektronik,446,108.69,İzmir
2026-08-03,Ürün B,Elektronik,23,82.18,Gaziantep
2026-08-26,Ürün B,Ev,116,99.33,Antalya
2026-05-24,Ürün B,Elektronik,462,89.65,İstanbul
2026-12-22,Ürün B,Elektronik,251,89.74,İstanbul
2026-11-14,Ürün C,Elektronik,236,139.17,Gaziantep
2026-02-21,Ürün B,Giyim,189,90.24,İzmir
2026-02-26,Ürün C,Elektronik,55,126.08,İzmir
2026-03-01,Ürün C,Ev,456,134.25,Gaziantep
2026-10-12,Ürün A,Elektronik,84,259.34,Konya
2026-01-25,Ürün C,Elektronik,42,126.27,Antalya
2026-09-28,Ürün B,Elektronik,441,113.83,Adana
2026-05-20,Ürün B,Giyim,225,72.97,Ankara
2026-12-18,Ürün C,Elektronik,35,162.26,Ankara
2026-12-16,Ürün A,Elektronik,364,263.25,Ankara
2026-09-18,Ürün C,Giyim,144,178.01,Antalya
2026-02-07,Ürün A,Giyim,475,296.2,Ankara
2026-11-26,Ürün B,Ev,42,88.44,Antalya
2026-04-13,Ürün C,Giyim,48,135.8,Konya
2026-01-12,Ürün A,Elektronik,460,264.69,Adana
2026-04-08,Ürün A,Elektronik,124,265.42,Adana
2026-08-08,Ürün A,Giyim,306,253.52,Konya
2026-03-27,Ürün B,Giyim,135,93.73,Konya
2026-05-24,Ürün A,Giyim,201,274.52,Ankara
2026-06-16,Ürün A,Elektronik,77,342.94,İzmir
2026-08-08,Ürün A,Giyim,264,284.71,Bursa
2026-02-15,Ürün C,Ev,260,182.56,İzmir
2026-04-11,Ürün A,Ev,246,309.59,Konya
2026-06-09,Ürün C,Giyim,92,163.09,Bursa
2026-02-16,Ürün B,Ev,420,103.78,İstanbul
2026-02-13,Ürün B,Ev,154,98.94,Adana
2026-01-28,Ürün C,Elektronik,58,161.96,Bursa
2026-02-01,Ürün B,Ev,85,100.9,Ankara
2026-11-24,Ürün A,Elektronik,396,336.79,Ankara
2026-09-08,Ürün A,Ev,231,253.15,İzmir
2026-12-17,Ürün B,Elektronik,373,75.45,Bursa
2026-12-10,Ürün B,Giyim,281,118.22,Antalya
2026-05-21,Ürün B,Giyim,402,79.56,İstanbul
2026-12-08,Ürün B,Elektronik,205,113.36,Adana
2026-02-15,Ürün A,Elektronik,391,286.18,Konya
2026-06-14,Ürün A,Giyim,276,309.11,Ankara
2026-11-16,Ürün C,Ev,481,194.53,İzmir
2026-09-10,Ürün C,Giyim,372,163.79,Gaziantep
2026-06-25,Ürün B,Ev,204,71.58,İzmir
2026-03-03,Ürün B,Giyim,237,111.8,Ankara
2026-02-01,Ürün C,Ev,261,175.12,Adana
2026-08-03,Ürün B,Elektronik,336,109.69,Antalya
2026-11-17,Ürün B,Ev,42,89.14,Ankara
2026-09-09,Ürün B,Elektronik,279,93.64,Konya
2026-12-02,Ürün C,Giyim,482,137.46,Bursa
2026-04-01,Ürün C,Elektronik,383,199.51,İstanbul
2026-10-16,Ürün B,Elektronik,479,95.8,Bursa
2026-11-05,Ürün A,Giyim,284,317.25,Konya
2026-04-10,Ürün B,Ev,73,75.46,Bursa
2026-06-09,Ürün C,Giyim,333,172.81,İzmir
2026-10-14,Ürün A,Giyim,220,271.6,Bursa
2026-05-03,Ürün B,Elektronik,46,80.27,Adana
2026-06-06,Ürün A,Giyim,143,294.5,Ankara
2026-05-20,Ürün B,Elektronik,265,71.35,Adana
2026-12-29,Ürün A,Elektronik,500,300.99,Antalya
2026-10-10,Ürün C,Giyim,369,131.67,Ankara
2026-10-10,Ürün B,Ev,310,91.92,İstanbul
2026-09-27,Ürün B,Giyim,111,102.69,İzmir
2026-09-06,Ürün B,Elektronik,113,117.52,Ankara
2026-05-29,Ürün A,Ev,22,277.91,Konya
2026-12-21,Ürün C,Giyim,406,141.7,Antalya
2026-01-14,Ürün B,Ev,376,76.71,İstanbul
2026-12-21,Ürün B,Elektronik,27,84.43,Ankara
2026-05-26,Ürün B,Elektronik,436,72.3,Konya
2026-12-13,Ürün A,Ev,389,342.36,Adana
2026-04-03,Ürün A,Giyim,42,315.29,Antalya
2026-07-05,Ürün A,Ev,32,258.47,Konya
2026-09-06,Ürün A,Ev,14,348.92,İzmir
2026-07-16,Ürün A,Giyim,201,312.95,Gaziantep
2026-06-02,Ürün B,Ev,75,115.86,Bursa
2026-12-02,Ürün C,Ev,337,142.71,Gaziantep
2026-05-09,Ürün B,Elektronik,413,100.23,Bursa
2026-10-19,Ürün B,Giyim,354,110.6,İstanbul
2026-07-29,Ürün B,Ev,422,98.04,Antalya
2026-12-18,Ürün C,Ev,498,133.63,Adana
2026-08-15,Ürün C,Elektronik,57,191.68,Antalya
2026-08-22,Ürün C,Giyim,113,142.68,İzmir
2026-11-30,Ürün B,Ev,251,91.0,Konya
2026-03-14,Ürün B,Ev,361,105.25,Adana
2026-07-12,Ürün A,Elektronik,48,297.07,İstanbul
2026-08-25,Ürün B,Giyim,500,85.12,Gaziantep
2026-06-30,Ürün B,Ev,411,82.86,Bursa
2026-06-10,Ürün B,Elektronik,461,90.21,İstanbul
2026-01-14,Ürün A,Giyim,404,271.88,İstanbul
2026-02-07,Ürün B,Giyim,472,112.86,Ankara
2026-02-17,Ürün C,Elektronik,418,130.75,Konya
2026-07-09,Ürün B,Ev,351,93.48,Bursa
2026-12-27,Ürün C,Elektronik,378,182.13,Antalya
2026-06-09,Ürün C,Ev,148,158.82,Antalya
2026-01-07,Ürün C,Giyim,378,149.58,Adana
2026-07-13,Ürün A,Giyim,314,269.68,Adana
2026-09-05,Ürün A,Ev,59,332.25,Gaziantep
2026-06-15,Ürün B,Elektronik,323,89.5,Adana
2026-01-25,Ürün C,Ev,480,153.03,Adana
2026-06-11,Ürün A,Ev,467,273.96,Ankara
2026-02-19,Ürün C,Ev,41,195.78,İstanbul
2026-05-16,Ürün A,Giyim,333,294.76,Antalya
2026-05-17,Ürün A,Ev,186,250.89,Konya
2026-05-08,Ürün C,Ev,413,130.44,Gaziantep
2026-01-04,Ürün C,Giyim,478,174.84,Gaziantep
2026-08-03,Ürün A,Giyim,362,317.51,İzmir
2026-10-08,Ürün A,Giyim,101,254.62,Antalya
2026-05-19,Ürün C,Elektronik,39,167.02,Gaziantep
2026-04-07,Ürün B,Elektronik,491,116.61,Ankara
2026-12-29,Ürün C,Giyim,85,171.19,Konya
2026-10-15,Ürün A,Giyim,461,341.87,İstanbul
2026-06-15,Ürün A,Ev,24,282.67,İzmir
2026-11-19,Ürün C,Elektronik,486,153.82,İzmir
2026-10-10,Ürün C,Ev,239,124.75,Gaziantep
2026-09-22,Ürün A,Giyim,179,260.73,İzmir
2026-08-18,Ürün B,Ev,232,80.22,Bursa
2026-06-26,Ürün C,Elektronik,42,156.83,Ankara
2026-08-11,Ürün B,Giyim,369,81.61,Adana
2026-11-10,Ürün B,Ev,173,74.93,Bursa
2026-10-28,Ürün A,Giyim,141,268.9,Antalya
2026-04-10,Ürün B,Elektronik,206,84.17,İzmir
2026-02-28,Ürün A,Giyim,395,337.0,Adana
2026-04-15,Ürün B,Ev,191,87.24,Bursa
2026-04-02,Ürün B,Ev,470,109.51,Antalya
2026-05-11,Ürün A,Giyim,246,329.57,Konya
2026-08-10,Ürün B,Ev,301,97.59,İstanbul
2026-05-06,Ürün C,Giyim,344,186.96,Bursa
2026-03-31,Ürün B,Giyim,415,81.6,Adana
2026-12-14,Ürün A,Giyim,35,268.88,İstanbul
2026-06-21,Ürün A,Giyim,382,277.69,Adana
2026-01-16,Ürün C,Ev,301,151.52,Gaziantep
2026-08-28,Ürün A,Ev,98,315.18,Konya
2026-03-14,Ürün A,Giyim,294,341.29,Adana
2026-03-01,Ürün B,Ev,384,94.5,Gaziantep
2026-09-15,Ürün C,Elektronik,209,156.94,Antalya
2026-02-27,Ürün B,Giyim,306,108.04,İzmir
2026-03-14,Ürün A,Elektronik,115,274.39,Bursa
2026-02-13,Ürün B,Elektronik,210,88.6,İzmir
2026-03-30,Ürün A,Giyim,80,280.61,Bursa
2026-11-22,Ürün A,Giyim,408,283.32,Bursa
2026-11-28,Ürün C,Ev,200,141.25,Antalya
2026-06-22,Ürün A,Elektronik,110,327.48,Ankara
2026-06-13,Ürün C,Giyim,275,171.23,Ankara
2026-09-01,Ürün A,Giyim,375,303.77,Konya
2026-02-15,Ürün B,Giyim,209,90.73,Bursa
2026-07-20,Ürün A,Ev,456,259.09,Adana
2026-06-24,Ürün C,Ev,292,185.99,İzmir
2026-07-31,Ürün A,Elektronik,198,327.77,Antalya
2026-04-10,Ürün B,Elektronik,306,109.26,Bursa
2026-10-14,Ürün A,Elektronik,239,278.64,Bursa
2026-05-08,Ürün C,Ev,128,190.07,Antalya
2026-09-08,Ürün A,Ev,225,285.81,Adana
2026-07-05,Ürün A,Giyim,270,325.34,Konya
2026-06-29,Ürün B,Ev,470,73.57,Gaziantep
2026-04-28,Ürün B,Ev,126,74.85,Konya
2026-01-15,Ürün C,Elektronik,239,189.0,Konya
2026-11-27,Ürün B,Elektronik,24,89.53,Bursa
2026-12-19,Ürün C,Elektronik,484,170.87,Bursa
2026-12-28,Ürün A,Giyim,415,322.42,Ankara
2026-01-06,Ürün B,Ev,360,73.09,Bursa
2026-12-13,Ürün B,Giyim,134,91.78,Ankara
2026-10-05,Ürün B,Giyim,334,72.91,İstanbul
2026-08-13,Ürün C,Elektronik,470,132.15,Konya
2026-02-01,Ürün C,Ev,158,129.54,Antalya
2026-11-08,Ürün B,Ev,28,81.49,Bursa
2026-04-16,Ürün B,Elektronik,343,109.94,İzmir
2026-01-09,Ürün A,Elektronik,275,309.74,İzmir
2026-03-10,Ürün B,Elektronik,381,114.42,İzmir
2026-10-30,Ürün A,Giyim,50,335.29,Gaziantep
2026-10-09,Ürün A,Giyim,356,342.0,Adana
2026-07-26,Ürün B,Elektronik,347,115.45,Gaziantep
2026-07-01,Ürün B,Giyim,123,88.68,İstanbul
2026-08-01,Ürün C,Ev,44,173.33,Gaziantep
2026-05-23,Ürün B,Giyim,220,118.47,İstanbul
2026-03-12,Ürün B,Ev,50,83.46,Adana
2026-07-27,Ürün C,Ev,485,153.42,Antalya
2026-04-04,Ürün B,Ev,469,118.11,Ankara
2026-07-07,Ürün B,Giyim,499,96.89,Bursa
2026-01-19,Ürün B,Elektronik,153,83.76,Ankara
2026-09-01,Ürün C,Ev,293,169.73,Ankara
2026-11-18,Ürün A,Elektronik,248,258.75,Antalya
2026-04-27,Ürün C,Ev,296,185.08,İzmir
2026-04-21,Ürün A,Ev,206,256.1,Ankara
2026-10-16,Ürün A,Elektronik,206,253.0,Konya
2026-09-02,Ürün A,Elektronik,315,297.24,Bursa
2026-10-28,Ürün A,Ev,491,316.45,Konya
2026-06-16,Ürün B,Ev,119,104.41,Gaziantep
2026-01-26,Ürün A,Ev,218,252.69,İstanbul
2026-08-28,Ürün A,Ev,245,300.39,Adana
2026-10-17,Ürün A,Giyim,72,279.66,Bursa
2026-06-26,Ürün B,Ev,297,99.36,Antalya
2026-09-09,Ürün C,Giyim,179,138.37,Bursa
2026-06-29,Ürün C,Ev,323,170.17,Adana
2026-12-27,Ürün B,Elektronik,354,106.31,Ankara
2026-03-09,Ürün C,Giyim,202,129.52,Antalya
2026-11-11,Ürün B,Giyim,488,82.22,Adana
2026-06-16,Ürün A,Giyim,446,259.37,Gaziantep
2026-08-17,Ürün A,Giyim,272,312.35,Gaziantep
2026-12-24,Ürün C,Elektronik,382,142.43,İzmir
2026-10-05,Ürün A,Ev,328,266.39,Adana
2026-09-11,Ürün C,Giyim,165,148.26,Gaziantep
2026-07-30,Ürün C,Ev,143,132.33,İzmir
2026-11-10,Ürün A,Giyim,499,298.33,İzmir
2026-08-22,Ürün B,Giyim,120,76.29,İzmir
2026-07-31,Ürün B,Giyim,173,111.08,Gaziantep
2026-07-02,Ürün C,Giyim,397,154.52,İzmir
2026-06-12,Ürün A,Elektronik,77,291.25,Ankara
2026-02-03,Ürün A,Elektronik,422,299.56,Antalya
2026-06-26,Ürün A,Elektronik,158,274.75,Gaziantep
2026-11-04,Ürün A,Ev,429,333.25,Konya
2026-03-01,Ürün B,Ev,233,84.03,Adana
